年月,熊本_日最高気温の平均(℃),品質情報,熊本_日最低気温の平均(℃),品質情報,熊本_猛暑日数(日),品質情報,熊本_熱帯夜日数(日),品質情報,熊本_降水量の合計(mm),現象なし情報,品質情報,熊本_日照時間(時間),現象なし情報,品質情報,札幌_日最高気温の平均(℃),品質情報,札幌_日最低気温の平均(℃),品質情報,札幌_猛暑日数(日),品質情報,札幌_熱帯夜日数(日),品質情報,札幌_降水量の合計(mm),現象なし情報,品質情報,札幌_日照時間(時間),現象なし情報,品質情報,伊良湖_日最高気温の平均(℃),品質情報,伊良湖_日最低気温の平均(℃),品質情報,伊良湖_猛暑日数(日),品質情報,伊良湖_熱帯夜日数(日),品質情報,伊良湖_降水量の合計(mm),現象なし情報,品質情報,伊良湖_日照時間(時間),現象なし情報,品質情報,水戸_日最高気温の平均(℃),品質情報,水戸_日最低気温の平均(℃),品質情報,水戸_猛暑日数(日),品質情報,水戸_熱帯夜日数(日),品質情報,水戸_降水量の合計(mm),現象なし情報,品質情報,水戸_日照時間(時間),現象なし情報,品質情報,千葉_日最高気温の平均(℃),品質情報,千葉_日最低気温の平均(℃),品質情報,千葉_猛暑日数(日),品質情報,千葉_熱帯夜日数(日),品質情報,千葉_降水量の合計(mm),現象なし情報,品質情報,千葉_日照時間(時間),現象なし情報,品質情報
2011/8,32.8,8,24.6,8,4,8,12,8,384.5,0,8,180.8,0,8,27.9,8,19.9,8,0,8,0,8,109.0,0,8,214.4,0,8,32.0,8,24.9,8,4,8,17,8,122.0,0,8,236.7,0,8,29.9,8,22.4,8,3,8,4,8,128.0,0,8,176.7,0,8,31.1,8,24.4,8,1,8,15,8,143.0,0,8,186.4,0,8
2011/9,30.3,8,21.5,8,3,8,3,8,75.5,0,8,169.2,0,8,23.3,8,15.6,8,0,8,0,8,257.5,0,8,127.4,0,8,28.4,8,22.3,8,0,8,6,8,193.0,0,8,195.3,0,8,27.6,8,19.4,8,0,8,0,8,263.5,0,8,177.7,0,8,28.7,8,22.1,8,0,8,12,8,153.0,0,8,172.7,0,8
2011/10,24.2,8,15.4,8,0,8,0,8,107.0,0,8,152.0,0,8,16.6,8,7.6,8,0,8,0,8,146.0,0,8,129.9,0,8,23.1,8,16.0,8,0,8,0,8,140.5,0,8,181.4,0,8,21.4,8,12.7,8,0,8,0,8,165.5,0,8,135.4,0,8,23.0,8,16.0,8,0,8,0,8,193.5,0,8,145.5,0,8
2011/11,20.4,8,11.4,8,0,8,0,8,88.5,0,8,126.0,0,5,9.6,8,2.2,8,0,8,0,8,86.0,0,8,116.5,0,8,18.1,8,11.5,8,0,8,0,8,106.0,0,8,148.9,0,8,16.9,8,7.1,8,0,8,0,8,63.5,0,8,150.4,0,8,18.5,8,11.3,8,0,8,0,8,90.0,0,8,130.4,0,8
2011/12,11.9,8,3.2,8,0,8,0,8,32.5,0,8,139.3,0,8,0.8,8,-5.0,8,0,8,0,8,107.0,0,8,91.4,0,8,11.5,8,5.5,8,0,8,0,8,25.0,0,8,181.9,0,8,9.8,8,-0.6,8,0,8,0,8,30.5,0,8,186.1,0,8,11.3,8,3.6,8,0,8,0,8,53.0,0,8,191.5,0,8
2012/1,10.0,8,1.3,8,0,8,0,8,25.5,0,8,155.1,0,8,-1.6,8,-7.6,8,0,8,0,8,71.5,0,8,131.5,0,8,8.5,8,2.2,8,0,8,0,8,46.5,0,8,170.5,0,8,7.3,8,-3.0,8,0,8,0,8,27.5,0,8,199.8,0,8,8.4,8,1.1,8,0,8,0,8,47.0,0,8,176.4,0,8
2012/2,10.1,8,1.9,8,0,8,0,8,129.0,0,8,102.3,0,8,-1.3,8,-7.8,8,0,8,0,8,57.0,0,8,133.8,0,8,8.6,8,2.3,8,0,8,0,8,140.0,0,8,145.1,0,8,8.0,5,-1.6,8,0,5,0,8,72.0,0,8,158.5,0,5,9.1,8,1.7,8,0,8,0,8,103.5,0,8,143.5,0,8
2012/3,15.2,8,6.5,8,0,8,0,8,200.0,0,8,161.0,0,8,3.4,8,-3.1,8,0,8,0,8,44.5,0,8,143.6,0,8,13.2,8,5.4,8,0,8,0,8,103.5,0,8,176.8,0,8,11.7,8,2.0,8,0,8,0,8,165.5,0,8,162.0,0,8,12.3,8,5.3,8,0,8,0,8,134.0,0,8,143.0,0,8
2012/4,21.9,8,10.9,8,0,8,0,8,99.0,0,8,202.5,0,8,11.5,8,3.4,8,0,8,0,8,34.5,0,8,166.2,0,8,18.8,8,10.1,8,0,8,0,8,164.0,0,8,187.7,0,8,16.8,8,6.5,8,0,8,0,8,98.0,0,8,174.9,0,8,18.3,8,10.5,8,0,8,0,8,111.0,0,8,165.8,0,8
2012/5,26.2,8,16.2,8,0,8,0,8,59.0,0,8,189.0,0,8,17.7,8,9.8,8,0,8,0,8,83.5,0,8,207.2,0,8,22.9,8,14.9,8,0,8,0,8,119.5,0,8,214.7,0,8,22.1,8,13.1,8,0,8,0,8,346.5,0,8,206.7,0,8,23.4,8,15.7,8,0,8,0,8,169.0,0,8,195.1,0,8
2012/6,27.4,8,20.2,8,0,8,0,8,698.5,0,8,77.1,0,8,22.1,8,13.5,8,0,8,0,8,51.5,0,8,215.6,0,8,25.2,8,19.0,8,0,8,0,8,241.5,0,8,114.2,0,8,23.2,8,15.8,8,0,8,0,8,183.5,0,8,178.4,0,8,24.7,8,17.7,8,0,8,0,8,192.5,0,8,129.0,0,8
2012/7,31.9,8,24.4,8,6,8,12,8,488.5,0,8,143.8,0,5,26.4,8,18.2,8,0,8,0,8,81.5,0,8,205.6,0,8,29.9,8,23.2,8,2,8,6,8,160.5,0,8,216.6,0,8,29.4,8,21.2,8,2,8,3,8,113.0,0,8,179.3,0,8,29.4,8,23.0,8,0,8,12,8,94.0,0,8,181.5,0,8
2012/8,33.7,8,25.5,8,5,8,22,8,142.5,0,8,199.8,0,8,27.2,8,20.4,8,0,8,0,8,121.0,0,8,146.7,0,8,32.3,8,25.2,8,1,8,17,8,35.0,0,8,274.8,0,8,31.8,8,23.1,8,1,8,0,8,44.5,0,8,267.6,0,8,32.3,8,25.3,8,1,8,24,8,108.0,0,8,242.3,0,8
2012/9,29.6,8,20.8,8,0,8,1,8,111.0,0,8,176.1,0,5,26.5,8,19.0,8,0,8,0,8,191.0,0,8,166.2,0,8,29.3,8,22.4,8,0,8,2,8,211.0,0,8,185.1,0,8,28.4,8,20.8,8,0,8,0,8,181.5,0,8,165.4,0,8,29.3,8,22.8,8,0,8,7,8,143.5,0,8,169.5,0,5
2012/10,24.7,8,13.6,8,0,8,0,8,97.0,0,8,220.1,0,8,17.0,8,9.0,8,0,8,0,8,115.0,0,8,153.2,0,8,23.5,8,15.7,8,0,8,0,8,156.0,0,8,222.2,0,8,22.2,8,12.6,8,0,8,0,8,132.0,0,8,177.3,0,8,23.0,8,15.6,8,0,8,0,8,268.0,0,8,162.0,0,8
2012/11,16.6,5,7.4,8,0,5,0,8,70.5,0,8,122.0,0,5,8.2,8,3.0,8,0,8,0,8,219.0,0,8,79.5,0,8,16.1,8,9.0,8,0,8,0,8,115.0,0,8,172.0,0,8,15.2,8,4.7,8,0,8,0,8,61.0,0,8,162.6,0,8,16.3,8,9.2,8,0,8,0,8,168.5,0,8,157.2,0,8
2012/12,10.8,8,1.7,8,0,8,0,8,89.0,0,8,111.8,0,8,0.4,8,-5.4,8,0,8,0,8,209.0,0,8,70.5,0,8,10.0,8,3.9,8,0,8,0,8,115.0,0,8,164.6,0,8,9.7,8,-0.4,8,0,8,0,8,60.5,0,8,169.8,0,8,10.9,8,3.3,8,0,8,0,8,75.0,0,8,174.0,0,8
2013/1,10.1,5,0.1,5,0,5,0,8,45.0,0,5,176.2,0,5,-2.0,8,-8.0,8,0,8,0,8,101.5,0,8,111.2,0,8,8.8,8,1.9,8,0,8,0,8,52.5,0,8,211.2,0,8,8.7,5,-2.5,8,0,5,0,8,44.0,0,8,223.3,0,5,9.4,8,1.5,8,0,8,0,8,77.0,0,8,207.4,0,8
2013/2,12.1,8,2.6,8,0,8,0,8,166.5,0,8,151.9,0,8,-0.9,8,-7.8,8,0,8,0,8,117.0,0,8,111.1,0,8,8.9,8,2.4,8,0,8,0,8,51.0,0,8,154.6,0,8,8.7,8,-1.7,8,0,8,0,8,39.0,0,8,183.0,0,8,9.9,8,2.2,8,0,8,0,8,46.5,0,8,166.1,0,8
2013/3,17.5,8,6.7,8,0,8,0,8,110.0,0,8,180.8,0,8,3.4,8,-3.5,8,0,8,0,8,108.0,0,8,116.1,0,8,15.5,8,5.4,8,0,8,0,8,79.0,0,8,214.3,0,8,15.3,8,3.7,8,0,8,0,8,67.0,0,8,184.2,0,8,16.1,8,7.6,8,0,8,0,8,35.5,0,8,180.7,0,8
2013/4,19.9,8,9.0,8,0,8,0,8,164.0,0,8,212.6,0,8,9.8,8,3.2,8,0,8,0,8,115.0,0,8,128.1,0,8,18.7,8,9.7,8,0,8,0,8,194.0,0,8,223.8,0,8,17.7,8,6.4,8,0,8,0,8,139.5,0,8,198.3,0,8,18.8,8,10.4,8,0,8,0,8,138.0,0,8,190.7,0,8
2013/5,27.1,8,15.3,8,0,8,0,8,53.5,0,8,254.0,0,8,15.7,8,7.9,8,0,8,0,8,61.5,0,8,142.1,0,8,23.6,8,14.5,8,0,8,0,8,91.5,0,8,278.3,0,8,21.8,8,11.6,8,0,8,0,8,100.5,0,8,246.5,0,8,23.7,8,14.9,8,0,8,0,8,72.5,0,8,227.2,0,8
2013/6,28.4,8,21.0,8,0,8,2,8,308.0,0,8,88.8,0,8,23.0,8,13.9,8,0,8,0,8,62.0,0,8,233.2,0,8,26.6,8,19.7,8,0,8,0,8,138.5,0,8,135.0,0,8,24.1,8,17.2,8,0,8,0,8,118.5,0,8,133.3,0,8,25.8,8,19.0,8,0,8,0,8,168.5,0,8,108.1,0,8
2013/7,32.7,8,25.3,8,2,8,20,8,118.5,0,8,222.3,0,8,27.1,8,19.1,8,0,8,0,8,54.5,0,8,215.4,0,8,31.8,8,24.0,8,5,8,6,8,25.5,0,8,236.5,0,8,28.6,8,21.1,8,0,8,0,8,138.5,0,8,160.2,0,8,30.9,8,23.0,8,3,8,6,8,45.0,0,8,174.1,0,8
2013/8,33.9,8,25.4,8,13,8,20,8,571.0,0,8,226.2,0,8,27.1,8,20.3,8,0,8,0,8,183.5,0,8,142.0,0,8,33.8,8,25.0,8,11,8,20,8,36.5,0,8,284.9,0,8,31.3,8,22.7,8,2,8,3,8,105.0,0,8,225.5,0,8,32.8,8,25.3,8,3,8,22,8,43.5,0,8,233.5,0,8
2013/9,30.6,8,20.8,8,0,8,1,8,199.0,0,8,223.4,0,8,22.9,8,15.0,8,0,8,0,8,173.0,0,8,149.6,0,8,29.2,8,21.7,8,0,8,1,8,148.0,0,8,224.7,0,8,27.0,8,18.5,8,0,8,0,8,203.5,0,8,185.0,0,8,28.6,8,21.1,8,0,8,3,8,226.0,0,8,171.2,0,8
2013/10,25.8,8,16.2,8,0,8,0,8,109.0,0,8,195.8,0,8,16.8,8,8.9,8,0,8,0,8,131.0,0,8,125.2,0,8,23.9,8,17.9,8,0,8,0,8,418.5,0,8,154.3,0,8,22.2,8,14.2,8,0,8,0,8,330.0,0,8,129.8,0,8,22.7,5,16.7,8,0,5,0,8,518.5,0,8,112.3,0,5
2013/11,17.2,8,7.9,8,0,8,0,8,80.0,0,8,135.6,0,8,10.1,8,2.6,8,0,8,0,8,116.0,0,8,98.7,0,8,16.4,8,9.5,8,0,8,0,8,92.0,0,8,174.7,0,8,16.3,8,5.0,8,0,8,0,8,18.0,0,8,189.9,0,8,17.3,8,9.5,8,0,8,0,8,25.0,0,8,180.7,0,8
2013/12,11.1,8,2.6,8,0,8,0,8,50.5,0,8,129.3,0,8,3.2,8,-1.6,8,0,8,0,8,124.0,0,8,75.2,0,8,11.3,8,4.9,8,0,8,0,8,52.0,0,8,181.8,0,8,11.5,8,0.0,8,0,8,0,8,34.5,0,8,200.0,0,8,12.0,8,4.5,8,0,8,0,8,50.5,0,8,183.3,0,8
2014/1,12.0,8,1.1,8,0,8,0,8,36.0,0,8,172.1,0,8,-1.0,8,-7.4,8,0,8,0,8,111.5,0,8,87.8,0,8,9.4,8,1.7,8,0,8,0,8,39.0,0,8,216.5,0,8,9.5,8,-2.6,8,0,8,0,8,24.0,0,8,216.6,0,8,10.4,8,2.0,8,0,8,0,8,44.0,0,8,194.4,0,8
2014/2,11.9,8,3.0,8,0,8,0,8,120.5,0,8,125.0,0,8,-0.3,8,-7.0,8,0,8,0,8,89.0,0,8,118.8,0,8,9.9,8,2.6,8,0,8,0,8,111.5,0,8,166.2,0,8,8.9,8,-1.4,8,0,8,0,8,189.5,0,8,156.7,0,8,9.9,8,2.5,8,0,8,0,8,148.5,0,8,118.7,0,8
2014/3,16.4,8,5.9,8,0,8,0,8,130.0,0,8,187.6,0,8,3.7,8,-2.5,8,0,8,0,8,64.0,0,8,155.5,0,8,13.7,8,5.4,8,0,8,0,8,128.0,0,8,212.3,0,8,13.6,8,2.4,8,0,8,0,8,91.0,0,8,209.3,0,8,13.9,8,6.3,8,0,8,0,8,106.0,0,8,192.5,0,8
2014/4,21.0,8,10.4,8,0,8,0,8,69.0,0,8,170.5,0,8,12.7,8,2.5,8,0,8,0,8,24.0,0,8,257.8,0,8,18.6,8,9.8,8,0,8,0,8,163.0,0,8,205.6,0,8,18.3,8,6.6,8,0,8,0,8,152.0,0,8,240.7,0,8,18.6,8,10.5,8,0,8,0,8,101.0,0,8,211.9,0,8
2014/5,26.3,8,14.6,8,0,8,0,8,135.0,0,8,250.3,0,8,19.7,8,9.6,8,0,8,0,8,60.0,0,8,207.7,0,8,23.8,8,14.6,8,0,8,0,8,169.0,0,8,269.6,0,8,23.9,8,12.7,8,0,8,0,8,144.5,0,8,245.7,0,8,24.2,8,15.8,8,0,8,0,8,104.5,0,8,238.0,0,8
2014/6,26.9,8,19.7,8,0,8,0,8,258.5,0,8,105.5,0,8,23.3,8,15.6,8,0,8,0,8,99.0,0,8,182.4,0,8,26.9,8,20.0,8,0,8,0,8,66.0,0,8,186.7,0,8,25.1,8,18.4,8,0,8,0,8,207.5,0,8,147.9,0,8,26.5,8,20.1,8,0,8,0,8,303.5,0,8,146.5,0,8
2014/7,31.0,8,23.6,8,4,8,8,8,358.0,0,8,148.2,0,8,27.0,8,19.1,8,0,8,0,8,76.5,0,8,214.3,0,8,30.7,8,23.4,8,1,8,5,8,84.5,0,8,216.2,0,8,28.9,8,21.1,8,1,8,0,8,140.5,0,8,196.0,0,8,30.1,8,23.1,8,1,8,7,8,90.5,0,8,189.7,0,8
2014/8,30.7,8,24.2,8,0,8,8,8,213.0,0,8,104.0,0,8,26.6,8,19.0,8,0,8,0,8,217.5,0,8,178.9,0,8,30.1,8,24.3,8,0,8,11,8,173.0,0,8,147.8,0,8,30.3,8,22.1,8,4,8,3,8,105.0,0,8,174.1,0,8,30.8,8,24.3,8,0,8,18,8,71.5,0,8,196.7,0,8
2014/9,28.9,8,20.4,8,0,8,0,8,107.0,0,8,149.8,0,8,22.8,8,14.1,8,0,8,0,8,146.0,0,8,188.8,0,8,27.4,8,20.0,8,0,8,0,8,103.5,0,8,190.4,0,8,25.2,8,16.8,8,0,8,0,8,55.0,0,8,163.2,0,8,26.7,8,19.6,8,0,8,0,8,60.5,0,8,152.7,0,8
2014/10,25.0,8,15.0,8,0,8,0,8,142.0,0,8,201.2,0,8,15.7,8,7.0,8,0,8,0,8,124.0,0,8,145.4,0,8,22.5,8,16.3,8,0,8,0,8,327.5,0,8,146.6,0,8,21.6,8,12.1,8,0,8,0,8,245.5,0,8,160.0,0,8,22.8,8,15.4,8,0,8,0,8,285.0,0,8,135.8,0,8
2014/11,18.9,8,9.1,8,0,8,0,8,62.5,0,8,141.6,0,8,10.2,8,2.0,8,0,8,0,8,64.0,0,8,109.0,0,8,17.6,8,10.5,8,0,8,0,8,79.0,0,8,153.5,0,8,16.7,8,7.2,8,0,8,0,8,55.5,0,8,145.1,0,8,17.6,8,10.7,8,0,8,0,8,85.0,0,8,136.0,0,8
2014/12,10.8,8,2.0,8,0,8,0,8,62.5,0,8,127.9,0,8,1.7,8,-4.3,8,0,8,0,8,128.0,0,8,66.3,0,8,10.1,8,4.1,8,0,8,0,8,67.5,0,8,167.0,0,8,10.0,8,-0.1,8,0,8,0,8,61.0,0,8,194.3,0,8,11.5,8,4.3,8,0,8,0,8,95.5,0,8,200.5,0,8
2015/1,11.4,8,2.1,8,0,8,0,8,99.5,0,8,143.0,0,8,1.2,8,-4.6,8,0,8,0,8,143.5,0,8,102.5,0,8,9.2,8,3.1,8,0,8,0,8,117.0,0,8,177.0,0,8,9.5,8,-1.1,8,0,8,0,8,75.0,0,8,198.0,0,8,10.4,8,2.9,8,0,8,0,8,91.5,0,8,190.1,0,8
2015/2,11.5,8,2.6,8,0,8,0,8,33.5,0,8,120.5,0,8,1.9,8,-3.6,8,0,8,0,8,59.5,0,8,95.4,0,8,10.1,8,3.4,8,0,8,0,8,48.5,0,8,179.8,0,8,8.9,8,-0.5,8,0,8,0,8,56.0,0,8,171.9,0,8,10.1,8,3.0,8,0,8,0,8,62.0,0,8,166.5,0,8
2015/3,16.1,8,6.1,8,0,8,0,8,186.0,0,8,182.1,0,8,7.3,8,0.7,8,0,8,0,8,125.5,0,8,144.0,0,8,14.1,8,5.8,8,0,8,0,8,168.0,0,8,197.0,0,8,14.2,8,2.9,8,0,8,0,8,95.5,0,8,206.1,0,8,14.5,8,6.8,8,0,8,0,8,103.0,0,8,188.6,0,8
2015/4,22.4,8,12.5,8,0,8,0,8,150.5,0,8,144.0,0,8,13.7,8,4.6,8,0,8,0,8,90.0,0,8,220.4,0,8,18.8,8,11.7,8,0,8,0,8,130.0,0,8,133.8,0,8,18.2,8,7.5,8,0,8,0,8,89.0,0,8,174.0,0,8,18.5,8,10.8,8,0,8,0,8,118.5,0,8,149.3,0,8
2015/5,26.8,8,16.2,8,0,8,0,8,131.0,0,8,199.5,0,8,19.6,8,9.7,8,0,8,0,8,37.0,0,8,263.2,0,8,25.1,8,15.6,8,0,8,0,8,74.5,0,8,235.3,0,8,24.3,8,13.8,8,0,8,0,8,112.5,0,8,256.6,0,8,25.9,8,17.2,8,0,8,0,8,72.5,0,8,237.2,0,8
2015/6,25.9,8,19.5,8,0,8,0,8,628.0,0,8,82.6,0,8,21.0,8,13.5,8,0,8,0,8,66.5,0,8,151.4,0,8,25.0,8,18.7,8,0,8,0,8,160.5,0,8,133.3,0,8,25.1,8,17.4,8,0,8,0,8,118.0,0,8,153.4,0,8,26.2,8,19.3,8,0,8,0,8,161.5,0,8,145.8,0,8
2015/7,30.7,8,23.0,8,3,8,5,8,375.5,0,8,134.6,0,8,26.0,8,18.0,8,0,8,0,8,64.0,0,8,175.0,0,8,29.1,8,23.0,8,2,8,7,8,282.0,0,8,175.5,0,8,29.5,8,21.9,8,0,8,2,8,164.5,0,8,181.0,0,8,29.9,8,23.8,8,2,8,18,8,255.0,0,8,201.5,0,8
2015/8,31.9,8,24.0,8,7,8,7,8,246.0,0,8,186.3,0,8,26.4,8,19.4,8,0,8,0,8,131.5,0,8,158.6,0,8,31.5,8,24.7,8,4,8,13,8,295.5,0,8,188.3,0,8,29.2,8,22.8,8,4,8,2,8,44.5,0,8,151.7,0,8,30.6,8,24.5,8,2,8,15,8,105.0,0,8,159.1,0,8
2015/9,28.9,8,20.1,8,0,8,0,8,149.5,0,8,180.5,0,8,22.5,8,14.9,8,0,8,0,8,198.0,0,8,151.8,0,8,26.8,8,20.5,8,0,8,0,8,454.5,0,8,172.8,0,8,25.3,8,18.3,8,0,8,0,8,232.0,0,8,119.8,0,8,26.4,8,20.5,8,0,8,1,8,403.5,0,8,122.4,0,8
2015/10,24.9,8,13.2,8,0,8,0,8,64.5,0,8,236.8,0,8,15.2,8,6.7,8,0,8,0,8,98.0,0,8,150.9,0,8,23.0,8,15.2,8,0,8,0,8,62.5,0,8,226.4,0,8,21.8,8,12.2,8,0,8,0,8,31.5,0,8,198.4,0,8,22.6,8,15.7,8,0,8,0,8,62.0,0,8,192.1,0,8
2015/11,20.6,8,12.3,8,0,8,0,8,136.5,0,8,110.1,0,8,8.6,8,2.2,8,0,8,0,8,137.0,0,8,108.2,0,8,18.3,8,12.1,8,0,8,0,8,121.5,0,8,129.8,0,8,16.8,8,8.6,8,0,8,0,8,173.0,0,8,129.8,0,8,18.1,8,11.8,8,0,8,0,8,129.0,0,8,124.1,0,8
2015/12,14.1,8,5.1,8,0,8,0,8,91.5,0,8,147.3,0,8,3.7,8,-2.2,8,0,8,0,8,124.0,0,8,91.6,0,8,13.8,8,7.4,8,0,8,0,8,71.0,0,8,168.2,0,8,12.7,8,2.3,8,0,8,0,8,35.0,0,8,176.9,0,8,13.7,8,6.7,8,0,8,0,8,52.0,0,8,157.4,0,8
2016/1,10.1,8,2.2,8,0,8,0,8,70.5,0,8,82.8,0,8,-1.3,8,-5.9,8,0,8,0,8,74.0,0,8,88.2,0,8,10.1,8,3.9,8,0,8,0,8,65.5,0,8,179.8,0,8,10.0,8,-1.0,8,0,8,0,8,70.5,0,8,203.2,0,8,10.8,8,3.0,8,0,8,0,8,80.0,0,8,194.2,0,8
2016/2,12.4,8,2.7,8,0,8,0,8,74.0,0,8,131.2,0,8,0.7,8,-5.5,8,0,8,0,8,109.5,0,8,99.3,0,8,11.5,8,3.8,8,0,8,0,8,114.5,0,8,189.4,0,8,11.0,8,-0.4,8,0,8,0,8,26.0,0,8,177.1,0,8,11.9,8,3.7,8,0,8,0,8,60.0,0,8,168.4,0,8
2016/3,17.2,8,6.2,8,0,8,0,8,60.0,0,8,202.4,0,8,5.8,8,-1.8,8,0,8,0,8,60.5,0,8,164.1,0,8,15.1,8,6.3,8,0,8,0,8,154.0,0,8,226.5,0,8,13.7,8,3.4,8,0,8,0,8,51.5,0,8,179.3,0,8,14.2,8,6.8,8,0,8,0,8,140.0,0,8,149.6,0,8
2016/4,22.1,8,12.8,8,0,8,0,8,178.5,0,8,137.3,0,8,12.4,8,4.2,8,0,8,0,8,58.5,0,8,174.9,0,8,20.0,8,12.0,8,0,8,0,8,186.5,0,8,180.2,0,8,18.5,8,8.6,8,0,8,0,8,108.0,0,8,160.5,0,8,19.8,8,12.0,8,0,8,0,8,91.0,0,8,138.9,0,8
2016/5,26.9,8,16.3,8,0,8,0,8,273.0,0,8,202.6,0,8,20.3,8,10.6,8,0,8,0,8,40.5,0,8,229.5,0,8,24.0,8,16.0,8,0,8,0,8,180.5,0,8,207.3,0,8,23.8,8,13.5,8,0,8,0,8,92.0,0,8,197.0,0,8,24.7,8,16.3,8,0,8,0,8,160.0,0,8,215.9,0,8
2016/6,27.7,8,20.6,8,0,8,0,8,643.5,0,8,117.0,0,8,20.3,8,13.4,8,0,8,0,8,112.5,0,8,157.7,0,8,26.2,8,19.3,8,0,8,0,8,223.5,0,8,148.3,0,8,25.4,8,18.0,8,0,8,0,8,103.5,0,8,155.7,0,8,26.3,8,19.8,8,0,8,0,8,134.5,0,8,135.1,0,8
2016/7,32.8,8,24.8,8,4,8,16,8,389.5,0,8,218.4,0,8,25.0,8,17.6,8,0,8,0,8,118.5,0,8,211.1,0,8,30.5,8,23.2,8,0,8,2,8,97.5,0,8,223.9,0,8,28.2,8,20.9,8,0,8,0,8,79.5,0,8,167.2,0,8,29.2,8,22.5,8,0,8,2,8,94.5,0,8,155.6,0,8
2016/8,35.1,8,25.4,8,22,8,24,8,62.0,0,8,269.8,0,8,28.3,8,20.4,8,0,8,0,8,279.0,0,8,225.3,0,8,33.0,8,24.9,8,3,8,14,8,15.0,0,8,290.3,0,8,30.5,8,22.9,8,2,8,2,8,394.5,0,8,191.3,0,8,31.2,8,24.5,8,1,8,14,8,250.5,0,8,168.8,0,8
2016/9,30.3,8,22.6,8,0,8,2,8,336.5,0,8,132.5,0,8,23.6,8,15.8,8,0,8,0,8,107.0,0,8,155.0,0,8,28.6,8,22.6,8,0,8,1,8,338.5,0,8,112.2,0,8,26.7,8,20.5,8,0,8,0,8,217.5,0,8,112.9,0,8,28.0,8,22.6,8,0,8,6,8,286.0,0,8,90.3,0,8
2016/10,26.5,8,18.3,8,0,8,0,8,201.0,0,8,124.4,0,8,14.6,8,6.9,8,0,8,0,8,78.0,0,8,145.0,0,8,23.7,8,16.9,8,0,8,0,8,117.0,0,8,136.0,0,8,21.8,8,12.8,8,0,8,0,8,128.0,0,8,157.5,0,8,23.1,8,16.2,8,0,8,0,8,104.0,0,8,132.2,0,8
2016/11,18.9,8,9.3,8,0,8,0,8,109.5,0,8,168.4,0,8,5.4,8,-0.8,8,0,8,0,8,115.5,0,8,89.6,0,8,17.1,8,10.3,8,0,8,0,8,117.0,0,8,160.5,0,8,15.1,8,5.1,8,0,8,0,8,88.5,0,8,154.3,0,8,15.8,8,8.7,8,0,8,0,8,147.0,0,8,123.1,0,8
2016/12,14.5,8,4.6,8,0,8,0,8,106.0,0,8,145.5,0,8,2.1,8,-4.3,8,0,8,0,8,206.5,0,8,78.8,0,8,12.9,8,5.6,8,0,8,0,8,103.0,0,8,197.2,0,8,13.0,8,1.1,8,0,8,0,8,66.5,0,8,205.6,0,8,14.3,8,5.6,8,0,8,0,8,57.0,0,8,184.6,0,8
2017/1,11.7,8,1.3,8,0,8,0,8,44.0,0,8,155.7,0,8,-1.1,8,-7.0,8,0,8,0,8,72.5,0,8,77.2,0,8,9.4,8,2.7,8,0,8,0,8,41.5,0,8,183.5,0,8,10.0,8,-1.8,8,0,8,0,8,17.5,0,8,223.6,0,8,10.9,8,2.8,8,0,8,0,8,43.0,0,8,227.8,0,8
2017/2,12.5,8,1.8,8,0,8,0,8,69.5,0,8,162.5,0,8,1.0,8,-5.3,8,0,8,0,8,57.5,0,8,87.0,0,8,10.1,8,2.9,8,0,8,0,8,31.0,0,8,196.4,0,8,10.9,8,-0.8,8,0,8,0,8,23.5,0,8,208.0,0,8,11.5,8,3.6,8,0,8,0,8,27.0,0,8,184.2,0,8
2017/3,14.7,8,5.1,8,0,8,0,8,70.0,0,8,168.6,0,8,4.5,8,-1.5,8,0,8,0,8,75.5,0,8,184.1,0,8,12.9,8,5.2,8,0,8,0,8,101.5,0,8,216.7,0,8,12.0,8,1.1,8,0,8,0,8,76.0,0,8,198.5,0,8,12.9,8,5.0,8,0,8,0,8,91.0,0,8,188.6,0,8
2017/4,21.9,8,11.6,8,0,8,0,8,202.5,0,8,186.7,0,8,12.3,8,3.4,8,0,8,0,8,65.5,0,8,193.2,0,8,19.0,8,10.4,8,0,8,0,8,118.0,0,8,201.5,0,8,18.6,8,7.2,8,0,8,0,8,112.5,0,8,210.1,0,8,19.1,8,11.2,8,0,8,0,8,123.0,0,8,191.9,0,8
2017/5,26.3,8,15.7,8,0,8,0,8,150.0,0,8,239.5,0,8,19.7,8,10.2,8,0,8,0,8,57.5,0,8,212.4,0,8,24.7,8,15.5,8,0,8,0,8,70.5,0,8,233.4,0,8,23.9,8,13.9,8,0,8,0,8,95.5,0,8,211.9,0,8,24.0,8,16.7,8,0,8,0,8,74.5,0,8,215.9,0,8
2017/6,28.2,8,19.2,8,0,8,0,8,202.5,0,8,155.0,0,8,20.7,8,12.1,8,0,8,0,8,168.5,0,8,165.8,0,8,26.2,8,17.8,8,0,8,0,8,194.0,0,8,213.6,0,8,24.9,8,16.5,8,0,8,0,8,55.5,0,8,174.3,0,8,26.2,8,19.2,8,0,8,0,8,51.0,0,8,152.5,0,8
